Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
MINI COOPER SE SPORT 2P ELÉTRICO;MINI;COOPER;SE SPORT 2P ELÉTRICO;2022;2023.0;13000.0;Automática;2;Hatchback;Preto;149900.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Garantia de fábrica;Esse mini é a maior oportunidade para quem quer um carro elétrico único dono e com a quilometragem muito baixa.  carro estado de zero km.  cheira novo.  não tem nenhum detalhe .  vem com carregador .  ;https://www.webmotors.com.br/comprar/63673672
AUDI Q5 2.0 45 TFSI GASOLINA PRESTIGE QUATTRO S TRONIC;AUDI;Q5;2.0 45 TFSI GASOLINA PRESTIGE QUATTRO S TRONIC;2022;2022.0;26690.0;Automática;4;Utilitário esportivo;Preto;200000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/64238823
FORD F-150 5.0 V8 GASOLINA CD PLATINUM FX4 AUTOMÁTICO;FORD;F-150;5.0 V8 GASOLINA CD PLATINUM FX4 AUTOMÁTICO;2023;2023.0;42000.0;Automática;4;Picape;Branco;340000.0;Florianópolis;Particular;Único dono, IPVA pago;Único dono;https://www.webmotors.com.br/comprar/64736804
PEUGEOT 3008 1.6 GRIFFE THP 16V GASOLINA 4P AUTOMÁTICO;PEUGEOT;3008;1.6 GRIFFE THP 16V GASOLINA 4P AUTOMÁTICO;2018;2019.0;109000.0;Automática;4;Utilitário esportivo;Preto;93000.0;Florianópolis;Particular;Licenciado;Carro em ótimo estado estado.  Pneus dianteiros novos.  Vendendo para dar lance num consórcio! ;https://www.webmotors.com.br/comprar/63834320
BMW X5 4.4 SPORT 4X4 V8 32V GASOLINA 4P AUTOMÁTICO;BMW;X5;4.4 SPORT 4X4 V8 32V GASOLINA 4P AUTOMÁTICO;2005;2005.0;117400.0;Automática;4;Utilitário esportivo;Cinza;60000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;IMPECÁVEL - REVISADO - EMPLACAMENTO 2025;https://www.webmotors.com.br/comprar/63634833
JEEP WRANGLER 3.8 UNLIMITED SPORT 4X4 V6 12V GASOLINA 4P AUTOMATICO;JEEP;WRANGLER;3.8 UNLIMITED SPORT 4X4 V6 12V GASOLINA 4P AUTOMATICO;2010;2011.0;153000.0;Automática;4;Utilitário esportivo;Verde;168000.0;Florianópolis;Particular;;segundo dono, teto removivel em duas partes, manual do proprietario com revisões, revisado a cada 10 mil km, guincho e parachoques diferenciados;https://www.webmotors.com.br/comprar/61661819
HONDA CIVIC 2.0 DI VTEC TURBO GASOLINA TYPE R MANUAL;HONDA;CIVIC;2.0 DI VTEC TURBO GASOLINA TYPE R MANUAL;2023;2023.0;17000.0;Manual;4;Hatchback;Preto;349000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela concessionária, IPVA pago;Veículo da concessionária Hit Honda em Florianópolis.  Full PPF.  Revisões em dia.  ;https://www.webmotors.com.br/comprar/64174619
LAND ROVER RANGE ROVER SPORT 3.0 HSE 4X4 V6 24V TURBO DIESEL 4P AUTOMÁTICO;LAND ROVER;RANGE ROVER SPORT;3.0 HSE 4X4 V6 24V TURBO DIESEL 4P AUTOMÁTICO;2018;2019.0;78000.0;Automática;4;Utilitário esportivo;Cinza;299900.0;Florianópolis;Particular;Aceita troca;;https://www.webmotors.com.br/comprar/62510903
MERCEDES-BENZ GLA 200 1.6 CGI FLEX ADVANCE 7G-DCT;MERCEDES-BENZ;GLA 200;1.6 CGI FLEX ADVANCE 7G-DCT;2018;2019.0;78000.0;Automática;4;Utilitário esportivo;Preto;124990.0;Florianópolis;Particular;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63894435
LAND ROVER DISCOVERY SPORT 2.0 16V TD4 TURBO DIESEL SE 4P AUTOMÁTICO;LAND ROVER;DISCOVERY SPORT;2.0 16V TD4 TURBO DIESEL SE 4P AUTOMÁTICO;2017;2017.0;136000.0;Automática;4;Utilitário esportivo;Azul;95000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;7 LUGARES;https://www.webmotors.com.br/comprar/61933737
BMW X4 2.0 16V GASOLINA XDRIVE30I M SPORT STEPTRONIC;BMW;X4;2.0 16V GASOLINA XDRIVE30I M SPORT STEPTRONIC;2019;2020.0;75000.0;Automática;4;Utilitário esportivo;Cinza;238900.0;Florianópolis;Particular;IPVA pago, Licenciado, Garantia de fábrica;Carro impecável.  Todas as manutenções em dia e na autorizada BMW.  Com garantia BMW Premium Selection.  ;https://www.webmotors.com.br/comprar/64512740
HYUNDAI CRETA 1.6 16V FLEX ATTITUDE AUTOMÁTICO;HYUNDAI;CRETA;1.6 16V FLEX ATTITUDE AUTOMÁTICO;2019;2019.0;46710.0;Automática;4;Utilitário esportivo;Branco;86500.0;Florianópolis;Particular;Aceita troca, Único dono, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63059482
MERCEDES-BENZ CLA 35 AMG 2.0 CGI GASOLINA 4MATIC 7G-DCT;MERCEDES-BENZ;CLA 35 AMG;2.0 CGI GASOLINA 4MATIC 7G-DCT;2021;2021.0;18162.0;Automatizada DCT;4;Sedã;Branco;319900.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Veículo muito novo, sem detalhes.  Sou o segundo dono e adquiri o carro em concessionária Mercedes-Benz.  Todas as revisões foram realizadas exclusivamente na rede autorizada e a última foi feita recentemente.  O carro está com pneus de primeira linha novos, não possui nenhuma batida, avaria ou repintura e está disponível para qualquer laudo cautelar.  Interior e exterior impecáveis, igual novo.  Abastecido somente com Podium.  Laudo Dekra aprovado.  ;https://www.webmotors.com.br/comprar/63402115
CHEVROLET EQUINOX 2.0 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;CHEVROLET;EQUINOX;2.0 16V TURBO GASOLINA PREMIER AWD AUTOMÁTICO;2018;2019.0;122000.0;Automática;4;Utilitário esportivo;Branco;110000.0;Florianópolis;Particular;IPVA pago, Licenciado;Veículo em excelente estado de conservação, possui ainda Airbag Duplo, Airbag Lateral em Modo Cortina, Alerta de Colisão Frontal, Alerta de Mudança de Faixa, Apoio de braço central deslizante , Ar Condicionado Digital, Assistente de Partida em Rampa, Banco do Motorista com Ajuste Elétrico, Câmbio Automático, Câmera de Ré, Chave Presencial, Teto Panorâmico.  **NÃO TENHO INTERESSE EM REPASSAR O VEÍCULO ABAIXO DO VALOR DE MERCADO** ;https://www.webmotors.com.br/comprar/59525336
FORD MUSTANG 5.0 V8 GASOLINA GT PERFORMANCE SELECTSHIFT;FORD;MUSTANG;5.0 V8 GASOLINA GT PERFORMANCE SELECTSHIFT;2024;2024.0;6800.0;Automática;0;Cupê;Vermelho;529000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado, Garantia de fábrica;Mustang GT Performance 2024 – Vermelho, 6.  800km.  Carro impecável, com mais de 45 mil em acessórios: PPF Full Spell (25 mil), X-Pipe Batistinha (5 mil), molas esportivas BBR americanas (5 mil), espaçadores americanos (2 mil), ponteiras black (2 mil), pintura especial rodas e pinças de freio (3 mil), emblemas originais Bronze (3 mil) e outros detalhes.  Pronto para quem busca exclusividade.  ;https://www.webmotors.com.br/comprar/64499433
VOLKSWAGEN GOLF 2.0 350 TSI GASOLINA GTI DSG;VOLKSWAGEN;GOLF;2.0 350 TSI GASOLINA GTI DSG;2019;2019.0;49200.0;Automática;4;Hatchback;Branco;242000.0;Florianópolis;Particular;Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;"•Baixa KM + Capa Protetora Teto Solar + Banco Xadrez + Farol LED Pneus Dunlop Novos Volkswagen Golf GTI 350 TSI 2019 2019/2019 • 49.  200km Nunca Passou por REMAP ou Alterações de Performance Active info display (painel digital) Faróis Full LED ACC + Front Assist Multimídia Discovery Media de 8"" Motor 2.  0 TSI EA888 com 230 CV Câmbio DSG de 6 velocidades Teto solar Molas Eibach + Molas Originais Piloto automático + limitador de velocidade Farol direcional dinâmico Dispenso garagistas & golpistas.  ";https://www.webmotors.com.br/comprar/62653084
FORD RANGER 3.2 LIMITED 4X4 CD 20V DIESEL 4P AUTOMÁTICO;FORD;RANGER;3.2 LIMITED 4X4 CD 20V DIESEL 4P AUTOMÁTICO;2018;2019.0;164000.0;Automática;4;Picape;Prata;145000.0;Florianópolis;Particular;Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/64385401
BMW 430i 2.0 16V GASOLINA CABRIO SPORT AUTOMÁTICO;BMW;430i;2.0 16V GASOLINA CABRIO SPORT AUTOMÁTICO;2017;2018.0;90000.0;Automática;0;Conversível;Azul;193000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária;Carro em perfeito estado de conservação, tanto internamente como externamente.  Foi adesivado em azul por uma questão de gosto pessoal, mas sua cor original é preta.  Documento devidamente regularizado com a alteração.  Nao aceito carro na troca! ;https://www.webmotors.com.br/comprar/61052007
VOLVO S60 2.0 T5 DYNAMIC GASOLINA 4P AUTOMÁTICO;VOLVO;S60;2.0 T5 DYNAMIC GASOLINA 4P AUTOMÁTICO;2011;2012.0;149000.0;Automática;4;Sedã;Preto;52000.0;Florianópolis;Particular;IPVA pago;Carro Super Conservado ;https://www.webmotors.com.br/comprar/64298290
PORSCHE CAYMAN 2.7 I6 24V GASOLINA 2P MANUAL;PORSCHE;CAYMAN;2.7 I6 24V GASOLINA 2P MANUAL;2006;2007.0;111245.0;Manual;2;Cupê;Preto;269900.0;Florianópolis;Particular;Aceita troca, IPVA pago, Licenciado;Comprei há 6 anos - Ótimo Estado de Conservação - Câmbio Manual - Todo Original de Fábrica, Sem Modificações - Manutençäo em Dia e com Histórico - Óleo trocado a cada 5000 km - Só anda com Podium - Pneu e Freio em Excelente Estado - Forro do Teto em Alcantara - Importação Oficial Porsche Stuttgart - Manual e Chave Reserva - Tem Multimidia e Acompanha CD Player Original de Fábrica - Vistoria Cautelar Aprovada - Troco por 718, RS6 ou Macan.  ;https://www.webmotors.com.br/comprar/61768134
VOLVO V60 2.0 T5 GASOLINA MOMENTUM GEARTRONIC;VOLVO;V60;2.0 T5 GASOLINA MOMENTUM GEARTRONIC;2019;2019.0;51542.0;Automática;0;Perua/SW;Bege;149000.0;Florianópolis;Particular;IPVA pago, Licenciado;Carro muito bem cuidado.  Terceiro dono.  Baixa Kilometragem.  Carro em Florianopolis/SC.  Venda por motivo de viagem.  Manual do carro, chave reserva, tudo comigo.  Todas mautencoes feitas na Volvo, exceto a ultima, feita em junho 2025, aonde foram feitas troca de oleo, e pastilhas freio dianteiro.  Obs.  : Camera de re original instalado na Volvo Kit ponteiras retangular original instalado na Volvo ;https://www.webmotors.com.br/comprar/60222091
CHEVROLET TRACKER 1.0 TURBO FLEX LT AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LT AUTOMÁTICO;2022;2023.0;63500.0;Automática;0;Utilitário esportivo;Azul;88000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago;Chevrolet Tracker LT 1.  0 Excelente estado.  Somente venda.  Valor final.  Sem negociação.  ;https://www.webmotors.com.br/comprar/62007045
TOYOTA COROLLA 2.0 XEI 16V FLEX 4P AUTOMÁTICO;TOYOTA;COROLLA;2.0 XEI 16V FLEX 4P AUTOMÁTICO;2011;2012.0;92004.0;Automática;4;Sedã;Preto;65900.0;Florianópolis;Particular;IPVA pago, Licenciado;Toyota Corolla XEi 2.  0 Automático – carro de particular, extremamente bem conservado.  • Apenas 92.  000 km, baixo para o ano • Sempre esteve na mesma família.  • Uso cuidadoso, sem histórico de abuso • Bancos em couro, rodas de liga leve • Câmbio automático confiável • IPVA pago, licenciado, pronto para transferência Carro ideal para quem busca conforto, durabilidade e baixo custo de manutenção.  Mecânica reconhecida pela confiabilidade Toyota.  ?? Florianópolis – SC ?? Contato preferencial pelo chat da Webmotors.  ;https://www.webmotors.com.br/comprar/64152603
BMW X1 2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;BMW;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2019;2019.0;79800.0;Automática;4;Utilitário esportivo;Branco;132000.0;Florianópolis;Particular;Aceita troca, IPVA pago, Licenciado;Aceito troca em carro menor.  Carro excelente, lindo, com vistoria, nunca batido, placa final 7, ipva 25 pago, as revisões em concessionária autorizada a cada 10mil.  Motivo da venda ou troca: já temos um carro médio da família, queremos um pequeno.  ;https://www.webmotors.com.br/comprar/64666163
MINI COUNTRYMAN 1.5 12V TWINPOWER TURBO HYBRID COOPER S E TOP ALL4 STEPTRONIC;MINI;COUNTRYMAN;1.5 12V TWINPOWER TURBO HYBRID COOPER S E TOP ALL4 STEPTRONIC;2021;2022.0;50000.0;Automática;4;Utilitário esportivo;Preto;198000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Mini Countryman único dono, completo (com teto solar) e todas as revisões feitas na concessionaria.  Estado impecável e com 4 pneus novos ;https://www.webmotors.com.br/comprar/62314904
VOLKSWAGEN GOL 1.0 MI 8V FLEX 4P MANUAL G.V;VOLKSWAGEN;GOL;1.0 MI 8V FLEX 4P MANUAL G.V;2012;2013.0;118000.0;Manual;4;Hatchback;Vermelho;31000.0;Florianópolis;Particular;Aceita troca, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63474317
FORD RANGER 2.2 XL 4X4 CD 16V DIESEL 4P MANUAL;FORD;RANGER;2.2 XL 4X4 CD 16V DIESEL 4P MANUAL;2015;2016.0;142000.0;Manual;4;Picape;Branco;95000.0;Florianópolis;Particular;IPVA pago, Licenciado;Meu carro particular.  Esta comigo desde 2021.  Está sem detalhes, revisões em dia.  O motor foi todo feito quando tinha 100.  000km , portanto vai andar muito ainda ( mais de 35.  000,00 investidos pra fazer o motor na retifica Nereu).  Só estou vendendo pois estou usando muito pouco e só usando dentro de Floripa .  Dispenso curiosos e garagistas.  Se fechar o negócio até 15 de dezembro dou de brinde uma revisão de até R$2.  000,00 na Ford Dimas pra comprovar que o carro está 100% .  Tem também um sistema de som instalado com sub e caixas de muita qualidade.  Funilaria 100% em dia Motor 100% em dia ( recém foi feito uma revisao geral inclusive na parte de injeção Eletrônica e ajuste das valvulas).  Não tem nada igual por esse valor e nestas condições em todo Brasil.  Por isso não faça propostas abaixo da fipe.  ;https://www.webmotors.com.br/comprar/49173127
FIAT FASTBACK 1.0 TURBO 200 FLEX AUDACE CVT;FIAT;FASTBACK;1.0 TURBO 200 FLEX AUDACE CVT;2024;2025.0;13000.0;CVT;4;Utilitário esportivo;Cinza;120000.0;Florianópolis;Particular;Aceita troca, Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado, Garantia de fábrica;FASTBACK 2025.  ÚNICO DONO.  Apenas 13.  000Km.  Não aceito ofertas ;https://www.webmotors.com.br/comprar/62198789
SUBARU FORESTER 2.0 S 4X4 16V GASOLINA 4P AUTOMÁTICO;SUBARU;FORESTER;2.0 S 4X4 16V GASOLINA 4P AUTOMÁTICO;2016;2017.0;118000.0;CVT;4;Utilitário esportivo;Prata;90000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Carro com todas as revisões feitas em concessionária e assistência autorizada Subaru.  IPVA e licenciamento pago.  Em ótimo estado, o melhor carro 4x4.  ;https://www.webmotors.com.br/comprar/63927040
MERCEDES-BENZ CLA 35 AMG 2.0 CGI GASOLINA 4MATIC 7G-DCT;MERCEDES-BENZ;CLA 35 AMG;2.0 CGI GASOLINA 4MATIC 7G-DCT;2022;2022.0;50400.0;Automatizada DCT;4;Sedã;Preto;340000.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63169557
MINI COOPER 2.0 16V TWINPOWER GASOLINA S CABRIO STEPTRONIC;MINI;COOPER;2.0 16V TWINPOWER GASOLINA S CABRIO STEPTRONIC;2019;2020.0;51560.0;Automática;0;Conversível;Preto;197500.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Mini Cooper Conversível Modelo Super, cor preta, 2020, 50.  000 km, único dono, revisões somente em concessionária, pneus novos, bancos de couro caramelo.  ;https://www.webmotors.com.br/comprar/63648692
VOLKSWAGEN NIVUS 1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;VOLKSWAGEN;NIVUS;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2024;2024.0;26000.0;Automática;0;Utilitário esportivo;Preto;109900.0;Florianópolis;Particular;Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado, Garantia de fábrica;Todas revisões na concessionária, aplicação de vitrificação.  ;https://www.webmotors.com.br/comprar/63680305
FORD F-250 3.9 XLT MAX POWER 4X4 CD DIESEL 4P MANUAL;FORD;F-250;3.9 XLT MAX POWER 4X4 CD DIESEL 4P MANUAL;2011;2011.0;173300.0;Manual;4;Picape;Branco;225000.0;Florianópolis;Particular;IPVA pago, Licenciado;Ford F 250 completa versão Harley Davidson Documentação 2025 em dias, Pronta pra transferência Caminhonete como nas fotos.  Valor de 225.  000,00 a vista Caminhonete Americana versão limitada .  Modelo Harley Davidson .  Km 173.  000,00 Quitada! Sem débitos! Sem multas desde a última consulta, mas caso haja alguma já pago na transferência .  Motor ok.  Pneus quase novos Veículo no Nome da minha empresa .  Pronto pra transferência .  Não financio, caso não tenha o dinheiro completo, verificar financiamento ao seu Banco.  ;https://www.webmotors.com.br/comprar/60124996
MERCEDES-BENZ GLB 200 1.3 MHEV PROGRESSIVE 7G-DCT;MERCEDES-BENZ;GLB 200;1.3 MHEV PROGRESSIVE 7G-DCT;2024;2024.0;7000.0;Automática;4;Utilitário esportivo;Preto;310000.0;Florianópolis;Particular;IPVA pago, Licenciado, Garantia de fábrica;Impecável GLB Progressive, com revisões na DVA.  Comprando agora, só paga o IPVA em outubro de 2026.  Garantia de fábrica até dez/26.  Golpistas, não percam seu tempo.  Lojistas, a venda não é para repasse.  NÃO aceito troca.  ;https://www.webmotors.com.br/comprar/64522535
MITSUBISHI ECLIPSE CROSS 1.5 MIVEC TURBO GASOLINA HPE-S AWD CVT;MITSUBISHI;ECLIPSE CROSS;1.5 MIVEC TURBO GASOLINA HPE-S AWD CVT;2018;2019.0;140000.0;CVT;4;Utilitário esportivo;Branco;104900.0;Florianópolis;Particular;Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63569483
MINI COOPER 2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO;MINI;COOPER;2.0 S TOP 16V TURBO GASOLINA 4P AUTOMÁTICO;2017;2018.0;98000.0;Automática;4;Hatchback;Azul;119990.0;Florianópolis;Particular;Aceita troca, IPVA pago, Licenciado;;https://www.webmotors.com.br/comprar/63894782
VOLKSWAGEN T-CROSS 1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;VOLKSWAGEN;T-CROSS;1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2020;2020.0;98000.0;Automática;4;Utilitário esportivo;Branco;103700.0;Florianópolis;Particular;Todas as revisões feitas pela agenda do carro, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;T-CROSS HIGHLINE 1.  4T AUTOMÁTICO - ÚNICO DONO - PILOTO AUTOMÁTICO - SENSORES DE PRESENÇA KESSY E DE ESTACIONAMENTO - CÂMERA TRASEIRA - BANCOS EM COURO - SEM PASSAGEM POR LEILÃO - SEM FINANCIAMENTO A PAGAR - SEM REGISTRO DE FURTO/ROUBO - SEM RESTRIÇÕES OU DÉBITOS - IPVA PAGO - AIR BAG - REVISÕES EM DIA - DIREÇÃO HIDRÁULICA - AR CONDICIONADO - ESPELHOS ELÉTRICOS - TRAVAS ELÉTRICAS - VIDROS ELÉTRICOS - RODAS DE LIGA LEVE - 4 PNEUS BONS - 5 ACENTOS - VALOR É A VISTA SEM TROCA ;https://www.webmotors.com.br/comprar/64277239
